"Level","Item","Description","Qty","Packing DOKAR","Packing DOKNR","Label DOKAR","Label DOKNR","Draw ID","Generic Item","FQty","2BOM","SAP Material ID","SAP Template","Blue","Bblock","BBtype","Smartpart"
"5","HE57S90Z50101","INTERFACE INDICAT DE CONE FERME OUTDOOR","1","","","","","90","","","","","","","","","HE57S90Z50101"
"5","HE57S90Z80301","INTERFACE FIXATION CONE","1","","","","","60","","","","","","","","","HE57S90Z80301"
"5","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","2","","","","","130","","","","","","","","","HE57S90Z80701"
"5","HE057-35439-93096","","1","","","","","","","","","","","","","","HE057-35439-93096_0001_10_GIS_004_BHT_CR_CUVE CROIX RAL9016 EP19 CEN_HE57P40Z40301-T_BLUE_0_CROSS17"
"6","HE57P40Z40361","CUVE CROIX LONGUE USINEE","1","","","","","","","","","","","","","","HE57P40Z40361"
"5","HE00P90Z80101","VIS CHC M5x12_ A2-70 PRE-ENCOLLE","2","","","","","180","","","","","","","","","HE00P90Z80101"
"5","HE57P90Z80201","PLAQUE D'EXPEDITION","1","","","","","160","","","","","","","","","HE57P90Z80201"
"5","HE57S27Z40001","INTERFACE EXPEDITION SANS VALVE","1","","","","","150","","","","","","","","","HE57S27Z40001"
"5","HE57S27Z40002","INTERFACE EXPEDITION AVEC VALVE","2","","","","","140","","","","","","","","","HE57S27Z40002"
"5","RANT417005007","WASHER D5 ISO7089 U6592 A304","2","","","","","170","","","","","","","","","RANT417005007"
"4","","","1","","","","","","","","","","","","","","100202500"
"5","","","1","","","","","","","","","","","","","","HE057-1053122861_0001_5000_GIS_003_BHT_DD_DENSISTAT_HE00S23Z100-T_NO_0_DD2"
"6","HE00S23Z09403","DD TRAFAG X6 RADIAL 7,8b g3","1","","","","","","","","","","","","","","HE00S23Z09403"
"6","HE00S23Z100-D-01","PLAN SURVEILLANCE SF6 ET G3","1","","","","","DRAW","","","","","","","","","HE00S23Z100-D-01"
"6","HE00S23Z100-P","PHANTOM SURVEILLANCE SF6 ET G3","1","","","","","","","","","","","","","","HE00S23Z100-P"
"6","HE433912030","Transmeter Keller M12 V4 16 bar","1","","","","","","","","","","","","","","HE433912030"
"6","HE462043001","BOUCHON 1/2 PR DENSISTAT","1","","","","","130","","","","","","","","","HE462043001"
"6","JE4733995001","Gas Connection g3 DILO DN20","1","","","","","110","","","","","","","","","JE4733995001"
"3","","","1","","","","","","","","","","","","","","100202502"
"4","HE057-CR-EXP-9","","1","","","","","","","","","","","","","","HE057-CR-EXP-9_0001__GIS_RED_001_BHT_CR_CROIX ASSEMBLEE_HE057-CR-EXP-1_NO_BT_CROSS18"
"5","HE00S00Z00206","DR 13b g3","1","","","","","","","","","","","","","","HE00S00Z00206"
"5","HE57S40Z004-D-01","PLAN CROIX COUDEE EQUIPEE","1","","","","","DRAW","","","","","","","","","HE57S40Z004-D-01"
"5","HE57S40Z50201","CONE EQ F JDB TRAVERSANT BARRE COUDEE","1","","","","","20","","","","","","","","","HE57S40Z50201"
"5","HE57S90Z50101","INTERFACE INDICAT DE CONE FERME OUTDOOR","1","","","","","90","","","","","","","","","HE57S90Z50101"
"5","HE57S90Z80301","INTERFACE FIXATION CONE","1","","","","","60","","","","","","","","","HE57S90Z80301"
"5","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","2","","","","","130","","","","","","","","","HE57S90Z80701"
"5","HE057-15517-61064","","1","","","","","","","","","","","","","","HE057-15517-61064_0001_10_GIS_004_BHT_CR_CUVE CROIX RAL9016 EP19 CEN_HE57P40Z40501-T_BLUE_0_CROSS18"
"6","HE57P40Z40561","CUVE CROIX COUDEE USINEE","1","","","","","","","","","","","","","","HE57P40Z40561"
"5","HE00P90Z80101","VIS CHC M5x12_ A2-70 PRE-ENCOLLE","2","","","","","180","","","","","","","","","HE00P90Z80101"
"5","HE57P90Z80201","PLAQUE D'EXPEDITION","1","","","","","160","","","","","","","","","HE57P90Z80201"
"5","HE57S27Z40001","INTERFACE EXPEDITION SANS VALVE","1","","","","","150","","","","","","","","","HE57S27Z40001"
"5","HE57S27Z40002","INTERFACE EXPEDITION AVEC VALVE","2","","","","","140","","","","","","","","","HE57S27Z40002"
"5","RANT417005007","WASHER D5 ISO7089 U6592 A304","2","","","","","170","","","","","","","","","RANT417005007"
"4","","","1","","","","","","","","","","","","","","100202504"
"5","","","1","","","","","","","","","","","","","","HE057-1053122861_0001_5000_GIS_003_BHT_DD_DENSISTAT_HE00S23Z100-T_NO_0_DD2"
"6","HE00S23Z09403","DD TRAFAG X6 RADIAL 7,8b g3","1","","","","","","","","","","","","","","HE00S23Z09403"
"6","HE00S23Z100-D-01","PLAN SURVEILLANCE SF6 ET G3","1","","","","","DRAW","","","","","","","","","HE00S23Z100-D-01"
"6","HE00S23Z100-P","PHANTOM SURVEILLANCE SF6 ET G3","1","","","","","","","","","","","","","","HE00S23Z100-P"
"6","HE433912030","Transmeter Keller M12 V4 16 bar","1","","","","","","","","","","","","","","HE433912030"
"6","HE462043001","BOUCHON 1/2 PR DENSISTAT","1","","","","","130","","","","","","","","","HE462043001"
"6","JE4733995001","Gas Connection g3 DILO DN20","1","","","","","110","","","","","","","","","JE4733995001"
"2","","","1","","","","","","","","","","","","","","100202506"
"3","","","1","","","","","","","","","","","","","","100202508"
"4","HE057-CR-EXP-10","","1","","","","","","","","","","","","","","HE057-CR-EXP-10_0001__GIS_RED_001_BHT_CR_CROIX ASSEMBLEE_HE057-CR-EXP-1_NO_BT_CROSS16"
"5","HE00S00Z00206","DR 13b g3","1","","","","","","","","","","","","","","HE00S00Z00206"
"5","HE57S40Z004-D-01","PLAN CROIX COUDEE EQUIPEE","1","","","","","DRAW","","","","","","","","","HE57S40Z004-D-01"
"5","HE57S40Z50201","CONE EQ F JDB TRAVERSANT BARRE COUDEE","1","","","","","20","","","","","","","","","HE57S40Z50201"
"5","HE57S90Z50101","INTERFACE INDICAT DE CONE FERME OUTDOOR","1","","","","","90","","","","","","","","","HE57S90Z50101"
"5","HE57S90Z80301","INTERFACE FIXATION CONE","1","","","","","60","","","","","","","","","HE57S90Z80301"
"5","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","2","","","","","130","","","","","","","","","HE57S90Z80701"
"5","HE057-15517-61064","","1","","","","","","","","","","","","","","HE057-15517-61064_0001_10_GIS_004_BHT_CR_CUVE CROIX RAL9016 EP19 CEN_HE57P40Z40501-T_BLUE_0_CROSS16"
"6","HE57P40Z40561","CUVE CROIX COUDEE USINEE","1","","","","","","","","","","","","","","HE57P40Z40561"
"5","HE00P90Z80101","VIS CHC M5x12_ A2-70 PRE-ENCOLLE","2","","","","","180","","","","","","","","","HE00P90Z80101"
"5","HE57P90Z80201","PLAQUE D'EXPEDITION","1","","","","","160","","","","","","","","","HE57P90Z80201"
"5","HE57S27Z40001","INTERFACE EXPEDITION SANS VALVE","1","","","","","150","","","","","","","","","HE57S27Z40001"
"5","HE57S27Z40002","INTERFACE EXPEDITION AVEC VALVE","2","","","","","140","","","","","","","","","HE57S27Z40002"
"5","RANT417005007","WASHER D5 ISO7089 U6592 A304","2","","","","","170","","","","","","","","","RANT417005007"
"4","","","1","","","","","","","","","","","","","","100202510"
"5","","","1","","","","","","","","","","","","","","HE057-1053122861_0001_5000_GIS_003_BHT_DD_DENSISTAT_HE00S23Z100-T_NO_0_DD2"
"6","HE00S23Z09403","DD TRAFAG X6 RADIAL 7,8b g3","1","","","","","","","","","","","","","","HE00S23Z09403"
"6","HE00S23Z100-D-01","PLAN SURVEILLANCE SF6 ET G3","1","","","","","DRAW","","","","","","","","","HE00S23Z100-D-01"
"6","HE00S23Z100-P","PHANTOM SURVEILLANCE SF6 ET G3","1","","","","","","","","","","","","","","HE00S23Z100-P"
"6","HE433912030","Transmeter Keller M12 V4 16 bar","1","","","","","","","","","","","","","","HE433912030"
"6","HE462043001","BOUCHON 1/2 PR DENSISTAT","1","","","","","130","","","","","","","","","HE462043001"
"6","JE4733995001","Gas Connection g3 DILO DN20","1","","","","","110","","","","","","","","","JE4733995001"
"3","","","1","","","","","","","","","","","","","","100202512"
"4","HE057-CR-EXP-11","","1","","","","","","","","","","","","","","HE057-CR-EXP-11_0001__GIS_RED_001_BHT_CR_CROIX ASSEMBLEE_HE057-CR-EXP-1_NO_BT_CROSS19"
"5","HE00S00Z00206","DR 13b g3","1","","","","","","","","","","","","","","HE00S00Z00206"
"5","HE57S40Z003-D-01","PLAN CROIX LONGUE EQUIPEE","1","","","","","DRAW","","","","","","","","","HE57S40Z003-D-01"
"5","HE57S40Z50101","CONE EQ F JDB TRAVERSANT BARRE LONGUE","1","","","","","20","","","","","","","","","HE57S40Z50101"
"5","HE57S90Z50101","INTERFACE INDICAT DE CONE FERME OUTDOOR","1","","","","","90","","","","","","","","","HE57S90Z50101"
"5","HE57S90Z80301","INTERFACE FIXATION CONE","1","","","","","60","","","","","","","","","HE57S90Z80301"
"5","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","2","","","","","130","","","","","","","","","HE57S90Z80701"
"5","HE057-35439-93096","","1","","","","","","","","","","","","","","HE057-35439-93096_0001_10_GIS_004_BHT_CR_CUVE CROIX RAL9016 EP19 CEN_HE57P40Z40301-T_BLUE_0_CROSS19"
"6","HE57P40Z40361","CUVE CROIX LONGUE USINEE","1","","","","","","","","","","","","","","HE57P40Z40361"
"5","HE00P90Z80101","VIS CHC M5x12_ A2-70 PRE-ENCOLLE","2","","","","","180","","","","","","","","","HE00P90Z80101"
"5","HE57P90Z80201","PLAQUE D'EXPEDITION","1","","","","","160","","","","","","","","","HE57P90Z80201"
"5","HE57S27Z40001","INTERFACE EXPEDITION SANS VALVE","1","","","","","150","","","","","","","","","HE57S27Z40001"
"5","HE57S27Z40002","INTERFACE EXPEDITION AVEC VALVE","2","","","","","140","","","","","","","","","HE57S27Z40002"
"5","RANT417005007","WASHER D5 ISO7089 U6592 A304","2","","","","","170","","","","","","","","","RANT417005007"
"4","","","1","","","","","","","","","","","","","","100202514"
"5","","","1","","","","","","","","","","","","","","HE057-1053122861_0001_5000_GIS_003_BHT_DD_DENSISTAT_HE00S23Z100-T_NO_0_DD2"
"6","HE00S23Z09403","DD TRAFAG X6 RADIAL 7,8b g3","1","","","","","","","","","","","","","","HE00S23Z09403"
"6","HE00S23Z100-D-01","PLAN SURVEILLANCE SF6 ET G3","1","","","","","DRAW","","","","","","","","","HE00S23Z100-D-01"
"6","HE00S23Z100-P","PHANTOM SURVEILLANCE SF6 ET G3","1","","","","","","","","","","","","","","HE00S23Z100-P"
"6","HE433912030","Transmeter Keller M12 V4 16 bar","1","","","","","","","","","","","","","","HE433912030"
"6","HE462043001","BOUCHON 1/2 PR DENSISTAT","1","","","","","130","","","","","","","","","HE462043001"
"6","JE4733995001","Gas Connection g3 DILO DN20","1","","","","","110","","","","","","","","","JE4733995001"
"3","","","1","","","","","","","","","","","","","","100202516"
"4","HE057-CR-EXP-12","","1","","","","","","","","","","","","","","HE057-CR-EXP-12_0001__GIS_RED_001_BHT_CR_CROIX ASSEMBLEE_HE057-CR-EXP-1_NO_BT_CROSS18"
"5","HE00S00Z00206","DR 13b g3","1","","","","","","","","","","","","","","HE00S00Z00206"
"5","HE57S40Z004-D-01","PLAN CROIX COUDEE EQUIPEE","1","","","","","DRAW","","","","","","","","","HE57S40Z004-D-01"
"5","HE57S40Z50201","CONE EQ F JDB TRAVERSANT BARRE COUDEE","1","","","","","20","","","","","","","","","HE57S40Z50201"
"5","HE57S90Z50101","INTERFACE INDICAT DE CONE FERME OUTDOOR","1","","","","","90","","","","","","","","","HE57S90Z50101"
"5","HE57S90Z80301","INTERFACE FIXATION CONE","1","","","","","60","","","","","","","","","HE57S90Z80301"
"5","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","2","","","","","130","","","","","","","","","HE57S90Z80701"
"5","HE057-15517-61064","","1","","","","","","","","","","","","","","HE057-15517-61064_0001_10_GIS_004_BHT_CR_CUVE CROIX RAL9016 EP19 CEN_HE57P40Z40501-T_BLUE_0_CROSS18"
"6","HE57P40Z40561","CUVE CROIX COUDEE USINEE","1","","","","","","","","","","","","","","HE57P40Z40561"
"5","HE00P90Z80101","VIS CHC M5x12_ A2-70 PRE-ENCOLLE","2","","","","","180","","","","","","","","","HE00P90Z80101"
"5","HE57P90Z80201","PLAQUE D'EXPEDITION","1","","","","","160","","","","","","","","","HE57P90Z80201"
"5","HE57S27Z40001","INTERFACE EXPEDITION SANS VALVE","1","","","","","150","","","","","","","","","HE57S27Z40001"
"5","HE57S27Z40002","INTERFACE EXPEDITION AVEC VALVE","2","","","","","140","","","","","","","","","HE57S27Z40002"
"5","RANT417005007","WASHER D5 ISO7089 U6592 A304","2","","","","","170","","","","","","","","","RANT417005007"
"4","","","1","","","","","","","","","","","","","","100202518"
"5","","","1","","","","","","","","","","","","","","HE057-1053122861_0001_5000_GIS_003_BHT_DD_DENSISTAT_HE00S23Z100-T_NO_0_DD2"
"6","HE00S23Z09403","DD TRAFAG X6 RADIAL 7,8b g3","1","","","","","","","","","","","","","","HE00S23Z09403"
"6","HE00S23Z100-D-01","PLAN SURVEILLANCE SF6 ET G3","1","","","","","DRAW","","","","","","","","","HE00S23Z100-D-01"
"6","HE00S23Z100-P","PHANTOM SURVEILLANCE SF6 ET G3","1","","","","","","","","","","","","","","HE00S23Z100-P"
"6","HE433912030","Transmeter Keller M12 V4 16 bar","1","","","","","","","","","","","","","","HE433912030"
"6","HE462043001","BOUCHON 1/2 PR DENSISTAT","1","","","","","130","","","","","","","","","HE462043001"
"6","JE4733995001","Gas Connection g3 DILO DN20","1","","","","","110","","","","","","","","","JE4733995001"
"2","","","1","","","","","","","","","","","","","","100202520"
"3","","","1","","","","","","","","","","","","","","100202522"
"4","HE057-TE-EXP-4","","6","","","","","","","","","","","","","","HE057-TE-EXP-4_0001__GIS_RED_004_BHT_SE_ELEMENT DE COUPLAGE EQUIPE_HE057-TE-EXP-1_NO_BT_TE4"
"5","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","1","","","","","","","","","","","","","","HE57S90Z80701"
"5","HE57V51-D-02","PLAN VIROLE TELESCOPIQUE","1","","","","","DRAW","","","","","","","","","HE57V51-D-02"
"5","RANT425950455","O-RING 70Sh.A 6.99x367.67","1","","","","","20","","","","","","","","","RANT425950455"
"5","RANT425950456","O-RING 70Sh.A 6.99x380.37","1","","","","","30","","","","","","","","","RANT425950456"
"5","HE057-28859-35876","","1","","","","","","","","","","","","","","HE057-28859-35876_0001_10_GIS_004_BHT_SE_TE L1980 RAL9016 EP6 CEN WD_HE57V0301-T5_BLUE_0_TE4"
"5","HE57P21Z40301","TELESCOPE DE FONDERIE USINE","1","","","","","60","","","","","","","","","HE57P21Z40301"
"5","HE57S27Z40002","INTERFACE EXPEDITION AVEC VALVE","1","","","","","40","","","","","","","","","HE57S27Z40002"
"5","HE57S27Z40102","KIT EXPED TELESCOPE AVEC VALVE","1","","","","","70","","","","","","","","","HE57S27Z40102"
"4","HE057-3608461250","","6","","","","","","","","","","","","","","HE057-3608461250_0001__GIS_RED_015_BHT_SE_KIT ELEMENT COUPLAGE_HE057-TE-KIT-1_NO_BT_TE4"
"5","HE57S90Z80202","INTERFACE TELESCOPE SUR BRIDE","1","","","","","","","","","","","","","","HE57S90Z80202"
"3","","","1","","","","","","","","","","","","","","100202524"
"4","","","0","","","","","","","","","","","","","","HE057-TE-EXP-5_0001__GIS_RED_004_BHT_SE_ELEMENT DE COUPLAGE EQUIPE_HE057-TE-EXP-1_NO_BT_TE4"
"5","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","1","","","","","","","","","","","","","","HE57S90Z80701"
"5","HE57V51-D-02","PLAN VIROLE TELESCOPIQUE","1","","","","","DRAW","","","","","","","","","HE57V51-D-02"
"5","RANT425950455","O-RING 70Sh.A 6.99x367.67","1","","","","","20","","","","","","","","","RANT425950455"
"5","RANT425950456","O-RING 70Sh.A 6.99x380.37","1","","","","","30","","","","","","","","","RANT425950456"
"5","HE057-28859-35876","","1","","","","","","","","","","","","","","HE057-28859-35876_0001_10_GIS_004_BHT_SE_TE L1980 RAL9016 EP6 CEN WD_HE57V0301-T5_BLUE_0_TE4"
"5","HE57P21Z40301","TELESCOPE DE FONDERIE USINE","1","","","","","60","","","","","","","","","HE57P21Z40301"
"5","HE57S27Z40002","INTERFACE EXPEDITION AVEC VALVE","1","","","","","40","","","","","","","","","HE57S27Z40002"
"5","HE57S27Z40102","KIT EXPED TELESCOPE AVEC VALVE","1","","","","","70","","","","","","","","","HE57S27Z40102"
"4","HE057-3608461250","","0","","","","","","","","","","","","","","HE057-3608461250_0001__GIS_RED_015_BHT_SE_KIT ELEMENT COUPLAGE_HE057-TE-KIT-1_NO_BT_TE4"
"5","HE57S90Z80202","INTERFACE TELESCOPE SUR BRIDE","1","","","","","","","","","","","","","","HE57S90Z80202"
"3","","","1","","","","","","","","","","","","","","100202526"
"4","","","0","","","","","","","","","","","","","","HE057-TE-EXP-6_0001__GIS_RED_004_BHT_SE_ELEMENT DE COUPLAGE EQUIPE_HE057-TE-EXP-1_NO_BT_TE4"
"5","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","1","","","","","","","","","","","","","","HE57S90Z80701"
"5","HE57V51-D-02","PLAN VIROLE TELESCOPIQUE","1","","","","","DRAW","","","","","","","","","HE57V51-D-02"
"5","RANT425950455","O-RING 70Sh.A 6.99x367.67","1","","","","","20","","","","","","","","","RANT425950455"
"5","RANT425950456","O-RING 70Sh.A 6.99x380.37","1","","","","","30","","","","","","","","","RANT425950456"
"5","HE057-28859-35876","","1","","","","","","","","","","","","","","HE057-28859-35876_0001_10_GIS_004_BHT_SE_TE L1980 RAL9016 EP6 CEN WD_HE57V0301-T5_BLUE_0_TE4"
"5","HE57P21Z40301","TELESCOPE DE FONDERIE USINE","1","","","","","60","","","","","","","","","HE57P21Z40301"
"5","HE57S27Z40002","INTERFACE EXPEDITION AVEC VALVE","1","","","","","40","","","","","","","","","HE57S27Z40002"
"5","HE57S27Z40102","KIT EXPED TELESCOPE AVEC VALVE","1","","","","","70","","","","","","","","","HE57S27Z40102"
"4","HE057-3608461250","","0","","","","","","","","","","","","","","HE057-3608461250_0001__GIS_RED_015_BHT_SE_KIT ELEMENT COUPLAGE_HE057-TE-KIT-1_NO_BT_TE4"
"5","HE57S90Z80202","INTERFACE TELESCOPE SUR BRIDE","1","","","","","","","","","","","","","","HE57S90Z80202"
"3","","","1","","","","","","","","","","","","","","100202528"
"4","","","0","","","","","","","","","","","","","","HE057-TE-EXP-7_0001__GIS_RED_004_BHT_SE_ELEMENT DE COUPLAGE EQUIPE_HE057-TE-EXP-1_NO_BT_TE4"
"5","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","1","","","","","","","","","","","","","","HE57S90Z80701"
"5","HE57V51-D-02","PLAN VIROLE TELESCOPIQUE","1","","","","","DRAW","","","","","","","","","HE57V51-D-02"
"5","RANT425950455","O-RING 70Sh.A 6.99x367.67","1","","","","","20","","","","","","","","","RANT425950455"
"5","RANT425950456","O-RING 70Sh.A 6.99x380.37","1","","","","","30","","","","","","","","","RANT425950456"
"5","HE057-28859-35876","","1","","","","","","","","","","","","","","HE057-28859-35876_0001_10_GIS_004_BHT_SE_TE L1980 RAL9016 EP6 CEN WD_HE57V0301-T5_BLUE_0_TE4"
"5","HE57P21Z40301","TELESCOPE DE FONDERIE USINE","1","","","","","60","","","","","","","","","HE57P21Z40301"
"5","HE57S27Z40002","INTERFACE EXPEDITION AVEC VALVE","1","","","","","40","","","","","","","","","HE57S27Z40002"
"5","HE57S27Z40102","KIT EXPED TELESCOPE AVEC VALVE","1","","","","","70","","","","","","","","","HE57S27Z40102"
"4","HE057-3608461250","","0","","","","","","","","","","","","","","HE057-3608461250_0001__GIS_RED_015_BHT_SE_KIT ELEMENT COUPLAGE_HE057-TE-KIT-1_NO_BT_TE4"
"5","HE57S90Z80202","INTERFACE TELESCOPE SUR BRIDE","1","","","","","","","","","","","","","","HE57S90Z80202"
"3","","","1","","","","","","","","","","","","","","100202530"
"4","","","0","","","","","","","","","","","","","","HE057-TE-EXP-8_0001__GIS_RED_004_BHT_SE_ELEMENT DE COUPLAGE EQUIPE_HE057-TE-EXP-1_NO_BT_TE4"
"5","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","1","","","","","","","","","","","","","","HE57S90Z80701"
"5","HE57V51-D-02","PLAN VIROLE TELESCOPIQUE","1","","","","","DRAW","","","","","","","","","HE57V51-D-02"
"5","RANT425950455","O-RING 70Sh.A 6.99x367.67","1","","","","","20","","","","","","","","","RANT425950455"
"5","RANT425950456","O-RING 70Sh.A 6.99x380.37","1","","","","","30","","","","","","","","","RANT425950456"
"5","HE057-28859-35876","","1","","","","","","","","","","","","","","HE057-28859-35876_0001_10_GIS_004_BHT_SE_TE L1980 RAL9016 EP6 CEN WD_HE57V0301-T5_BLUE_0_TE4"
"5","HE57P21Z40301","TELESCOPE DE FONDERIE USINE","1","","","","","60","","","","","","","","","HE57P21Z40301"
"5","HE57S27Z40002","INTERFACE EXPEDITION AVEC VALVE","1","","","","","40","","","","","","","","","HE57S27Z40002"
"5","HE57S27Z40102","KIT EXPED TELESCOPE AVEC VALVE","1","","","","","70","","","","","","","","","HE57S27Z40102"
"4","HE057-3608461250","","0","","","","","","","","","","","","","","HE057-3608461250_0001__GIS_RED_015_BHT_SE_KIT ELEMENT COUPLAGE_HE057-TE-KIT-1_NO_BT_TE4"
"5","HE57S90Z80202","INTERFACE TELESCOPE SUR BRIDE","1","","","","","","","","","","","","","","HE57S90Z80202"
"3","","","1","","","","","","","","","","","","","","100202532"
"4","","","0","","","","","","","","","","","","","","HE057-TE-EXP-9_0001__GIS_RED_004_BHT_SE_ELEMENT DE COUPLAGE EQUIPE_HE057-TE-EXP-1_NO_BT_TE4"
"5","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","1","","","","","","","","","","","","","","HE57S90Z80701"
"5","HE57V51-D-02","PLAN VIROLE TELESCOPIQUE","1","","","","","DRAW","","","","","","","","","HE57V51-D-02"
"5","RANT425950455","O-RING 70Sh.A 6.99x367.67","1","","","","","20","","","","","","","","","RANT425950455"
"5","RANT425950456","O-RING 70Sh.A 6.99x380.37","1","","","","","30","","","","","","","","","RANT425950456"
"5","HE057-28859-35876","","1","","","","","","","","","","","","","","HE057-28859-35876_0001_10_GIS_004_BHT_SE_TE L1980 RAL9016 EP6 CEN WD_HE57V0301-T5_BLUE_0_TE4"
"5","HE57P21Z40301","TELESCOPE DE FONDERIE USINE","1","","","","","60","","","","","","","","","HE57P21Z40301"
"5","HE57S27Z40002","INTERFACE EXPEDITION AVEC VALVE","1","","","","","40","","","","","","","","","HE57S27Z40002"
"5","HE57S27Z40102","KIT EXPED TELESCOPE AVEC VALVE","1","","","","","70","","","","","","","","","HE57S27Z40102"
"4","HE057-3608461250","","0","","","","","","","","","","","","","","HE057-3608461250_0001__GIS_RED_015_BHT_SE_KIT ELEMENT COUPLAGE_HE057-TE-KIT-1_NO_BT_TE4"
"5","HE57S90Z80202","INTERFACE TELESCOPE SUR BRIDE","1","","","","","","","","","","","","","","HE57S90Z80202"
"2","","","1","","","","","","","","","","","","","","100202534"
"3","","","1","","","","","","","","","","","","","","100202536"
"3","","","1","","","","","","","","","","","","","","100202538"
"3","","","1","","","","","","","","","","","","","","100202540"
"2","","","1","","","","","","","","","","","","","","100202542"
"3","HE57S27Z40001","INTERFACE EXPEDITION SANS VALVE","9","","","","","","","","","","","","","","HE57S27Z40001"
"2","","","1","","","","","","","","","","","","","","100202544"
"1","HE057-BAY","","1","","","","","","","","","","","","","","HE057-BAY_0001__GIS_RED_016_BHT_BAY_BAY_HE057-BAY_NO_0_NOEMPTY_103000"
"2","HE057-TC-002-M","","1","","","","","","","","","","","","","","HE057-TC-002-M_0001__GIS_RED_002_BHT_BAY_Transport Component 2_HE057-TC-002-M_NO_0_NOEMPTY_103000"
"2","HE057-TC-006-P","","1","","","","","","","","","","","","","","HE057-TC-006-P_0001__GIS_RED_006_BHT_BAY_Transport Component 6_HE057-TC-006-P_NO_0_NOEMPTY_103000"
"3","HE057-KIT-BAR-S-1","","1","","","","","","","","","","","","","","HE057-KIT-BAR-S-1_0001__GIS_RED_020_BHT_BAY_KIT BARRES SITE_HE057-KIT-BAR-S-1_NO_0_NOEMPTY_0_103000_ITR_TO_DERAIL"
"4","HE057-0","","1","","","","","","","","","","","","","","HE057-0_0001__GIS_036_BHT_BAY_KIT BARRES ACHETE DB401_HE_KIT_BARS_BUY-T_NO_0_103000_NOEMPTY_ITR_TO_DERAIL"
"3","HE057-KIT-BAR-S-2","","1","","","","","","","","","","","","","","HE057-KIT-BAR-S-2_0001__GIS_RED_021_BHT_BAY_KIT BARRES SITE_HE057-KIT-BAR-S-2_NO_0_NOEMPTY_0_103000"
"4","HE057-0","","1","","","","","","","","","","","","","","HE057-0_0001__GIS_037_BHT_BAY_KIT BARRES ACHETE DB401_HE_KIT_BARS_BUY-T_NO_0_103000_NOEMPTY"
"2","HE057-TC-007-P","","1","","","","","","","","","","","","","","HE057-TC-007-P_0001__GIS_RED_007_BHT_BAY_Transport Component 7_HE057-TC-007-P_NO_0_NOEMPTY_103000"
"3","HE057-KIT-BAR-S-3","","1","","","","","","","","","","","","","","HE057-KIT-BAR-S-3_0001__GIS_RED_022_BHT_BAY_KIT BARRES SITE_HE057-KIT-BAR-S-3_NO_0_NOEMPTY_0_103000_ITR_TO_DERAIL"
"4","HE057-0","","1","","","","","","","","","","","","","","HE057-0_0001__GIS_036_BHT_BAY_KIT BARRES ACHETE DB401_HE_KIT_BARS_BUY-T_NO_0_103000_NOEMPTY_ITR_TO_DERAIL"
"3","HE057-KIT-BAR-S-4","","1","","","","","","","","","","","","","","HE057-KIT-BAR-S-4_0001__GIS_RED_023_BHT_BAY_KIT BARRES SITE_HE057-KIT-BAR-S-4_NO_0_NOEMPTY_0_103000"
"4","HE057-0","","1","","","","","","","","","","","","","","HE057-0_0001__GIS_037_BHT_BAY_KIT BARRES ACHETE DB401_HE_KIT_BARS_BUY-T_NO_0_103000_NOEMPTY"
"2","HE057-TC-012-P","","1","","","","","","","","","","","","","","HE057-TC-012-P_0001__GIS_RED_012_BHT_BAY_Transport Component 12_HE057-TC-012-P_NO_0_NOEMPTY_103000"
"2","","","1","","","","","","","","","","","","","","100202546"
"3","","","1","","","","","","","","","","","","","","100202548"
"3","","","1","","","","","","","","","","","","","","100202550"
"3","","","1","","","","","","","","","","","","","","100202552"
"2","","","1","","","","","","","","","","","","","","100202554"
"3","","","1","","","","","","","","","","","","","","100202556"
"4","HE057-MOSEEXP-1","CUVE SURVEILLANCE ASSEMBLEE","3","","","","","","","","","","","","","","HE057-MOSEEXP-1_0001__GIS_RED_001_BHT_CR_CUVE SURVEILLANCE ASSEMBLEE_HE057-MOSEEXP-1_NO_BT_MONIT_ENCL1"
"5","HE00S00Z00206","DR 13b g3","1","","","","","","","","","","","","","","HE00S00Z00206"
"5","HE00S27Z40201","COUVERCLE DIAM 100 EQUIPE","1","","","","","","","","","","","","","","HE00S27Z40201"
"5","HE00S27Z40401","COUVERCLE DIAM 115 EQUIPE","1","","","","","","","","","","","","","","HE00S27Z40401"
"5","HE57S21Z001-D-02","PLAN VIROLE TECHNIQUE EQUIPEE","1","","","","","DRAW","","","","","","","","","HE57S21Z001-D-02"
"5","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","2","","","","","90","","","","","","","","","HE57S90Z80701"
